Reporting Month,County,State,Residential Closings,Source
2024-07,Montgomery,Tennessee,417,Redfin County Market Tracker
2024-07,Robertson,Tennessee,128,Redfin County Market Tracker
2024-07,Rutherford,Tennessee,533,Redfin County Market Tracker
2024-07,Sumner,Tennessee,369,Redfin County Market Tracker
2024-07,Williamson,Tennessee,466,Redfin County Market Tracker
2024-07,Wilson,Tennessee,254,Redfin County Market Tracker
2024-08,Cheatham,Tennessee,64,Redfin County Market Tracker
2024-08,Davidson,Tennessee,920,Redfin County Market Tracker
2024-08,Dickson,Tennessee,72,Redfin County Market Tracker
2024-08,Maury,Tennessee,236,Redfin County Market Tracker
2024-08,Montgomery,Tennessee,381,Redfin County Market Tracker
2024-08,Robertson,Tennessee,110,Redfin County Market Tracker
2024-08,Rutherford,Tennessee,527,Redfin County Market Tracker
2024-08,Sumner,Tennessee,379,Redfin County Market Tracker
2024-08,Williamson,Tennessee,423,Redfin County Market Tracker
2024-08,Wilson,Tennessee,274,Redfin County Market Tracker
2024-09,Cheatham,Tennessee,58,Redfin County Market Tracker
2024-09,Davidson,Tennessee,878,Redfin County Market Tracker
2024-09,Dickson,Tennessee,60,Redfin County Market Tracker
2024-09,Maury,Tennessee,189,Redfin County Market Tracker
2024-09,Montgomery,Tennessee,340,Redfin County Market Tracker
2024-09,Robertson,Tennessee,126,Redfin County Market Tracker
2024-09,Rutherford,Tennessee,465,Redfin County Market Tracker
2024-09,Sumner,Tennessee,301,Redfin County Market Tracker
2024-09,Williamson,Tennessee,352,Redfin County Market Tracker
2024-09,Wilson,Tennessee,245,Redfin County Market Tracker
2024-10,Cheatham,Tennessee,62,Redfin County Market Tracker
2024-10,Davidson,Tennessee,867,Redfin County Market Tracker
2024-10,Dickson,Tennessee,73,Redfin County Market Tracker
2024-10,Maury,Tennessee,214,Redfin County Market Tracker
2024-10,Montgomery,Tennessee,354,Redfin County Market Tracker
2024-10,Robertson,Tennessee,114,Redfin County Market Tracker
2024-10,Rutherford,Tennessee,501,Redfin County Market Tracker
2024-10,Sumner,Tennessee,291,Redfin County Market Tracker
2024-10,Williamson,Tennessee,369,Redfin County Market Tracker
2024-10,Wilson,Tennessee,251,Redfin County Market Tracker
2024-11,Cheatham,Tennessee,36,Redfin County Market Tracker
2024-11,Davidson,Tennessee,765,Redfin County Market Tracker
2024-11,Dickson,Tennessee,51,Redfin County Market Tracker
2024-11,Maury,Tennessee,150,Redfin County Market Tracker
2024-11,Montgomery,Tennessee,292,Redfin County Market Tracker
2024-11,Robertson,Tennessee,116,Redfin County Market Tracker
2024-11,Rutherford,Tennessee,468,Redfin County Market Tracker
2024-11,Sumner,Tennessee,301,Redfin County Market Tracker
2024-11,Williamson,Tennessee,337,Redfin County Market Tracker
2024-11,Wilson,Tennessee,224,Redfin County Market Tracker
2024-12,Cheatham,Tennessee,45,Redfin County Market Tracker
2024-12,Davidson,Tennessee,853,Redfin County Market Tracker
2024-12,Dickson,Tennessee,57,Redfin County Market Tracker
2024-12,Maury,Tennessee,155,Redfin County Market Tracker
2024-12,Montgomery,Tennessee,364,Redfin County Market Tracker
2024-12,Robertson,Tennessee,107,Redfin County Market Tracker
2024-12,Rutherford,Tennessee,491,Redfin County Market Tracker
2024-12,Sumner,Tennessee,303,Redfin County Market Tracker
2024-12,Williamson,Tennessee,424,Redfin County Market Tracker
2024-12,Wilson,Tennessee,275,Redfin County Market Tracker
2025-01,Cheatham,Tennessee,46,Redfin County Market Tracker
2025-01,Davidson,Tennessee,581,Redfin County Market Tracker
2025-01,Dickson,Tennessee,42,Redfin County Market Tracker
2025-01,Maury,Tennessee,148,Redfin County Market Tracker
2025-01,Montgomery,Tennessee,232,Redfin County Market Tracker
2025-01,Robertson,Tennessee,75,Redfin County Market Tracker
2025-01,Rutherford,Tennessee,283,Redfin County Market Tracker
2025-01,Sumner,Tennessee,195,Redfin County Market Tracker
2025-01,Williamson,Tennessee,260,Redfin County Market Tracker
2025-01,Wilson,Tennessee,163,Redfin County Market Tracker
2025-02,Cheatham,Tennessee,49,Redfin County Market Tracker
2025-02,Davidson,Tennessee,705,Redfin County Market Tracker
2025-02,Dickson,Tennessee,59,Redfin County Market Tracker
2025-02,Maury,Tennessee,126,Redfin County Market Tracker
2025-02,Montgomery,Tennessee,313,Redfin County Market Tracker
2025-02,Robertson,Tennessee,80,Redfin County Market Tracker
2025-02,Rutherford,Tennessee,331,Redfin County Market Tracker
2025-02,Sumner,Tennessee,231,Redfin County Market Tracker
2025-02,Williamson,Tennessee,278,Redfin County Market Tracker
2025-02,Wilson,Tennessee,205,Redfin County Market Tracker
2025-03,Cheatham,Tennessee,68,Redfin County Market Tracker
2025-03,Davidson,Tennessee,899,Redfin County Market Tracker
2025-03,Dickson,Tennessee,59,Redfin County Market Tracker
2025-03,Maury,Tennessee,166,Redfin County Market Tracker
2025-03,Montgomery,Tennessee,328,Redfin County Market Tracker
2025-03,Robertson,Tennessee,107,Redfin County Market Tracker
2025-03,Rutherford,Tennessee,413,Redfin County Market Tracker
2025-03,Sumner,Tennessee,275,Redfin County Market Tracker
2025-03,Williamson,Tennessee,421,Redfin County Market Tracker
2025-03,Wilson,Tennessee,287,Redfin County Market Tracker
2025-04,Cheatham,Tennessee,54,Redfin County Market Tracker
2025-04,Davidson,Tennessee,944,Redfin County Market Tracker
2025-04,Dickson,Tennessee,65,Redfin County Market Tracker
2025-04,Maury,Tennessee,194,Redfin County Market Tracker
2025-04,Montgomery,Tennessee,405,Redfin County Market Tracker
2025-04,Robertson,Tennessee,110,Redfin County Market Tracker
2025-04,Rutherford,Tennessee,471,Redfin County Market Tracker
2025-04,Sumner,Tennessee,317,Redfin County Market Tracker
2025-04,Williamson,Tennessee,397,Redfin County Market Tracker
2025-04,Wilson,Tennessee,267,Redfin County Market Tracker
2025-05,Cheatham,Tennessee,47,Redfin County Market Tracker
2025-05,Davidson,Tennessee,977,Redfin County Market Tracker
2025-05,Dickson,Tennessee,82,Redfin County Market Tracker
2025-05,Maury,Tennessee,197,Redfin County Market Tracker
2025-05,Montgomery,Tennessee,453,Redfin County Market Tracker
2025-05,Robertson,Tennessee,117,Redfin County Market Tracker
2025-05,Rutherford,Tennessee,507,Redfin County Market Tracker
2025-05,Sumner,Tennessee,299,Redfin County Market Tracker
2025-05,Williamson,Tennessee,493,Redfin County Market Tracker
2025-05,Wilson,Tennessee,287,Redfin County Market Tracker
2025-06,Cheatham,Tennessee,58,Redfin County Market Tracker
2025-06,Davidson,Tennessee,1003,Redfin County Market Tracker
2025-06,Dickson,Tennessee,72,Redfin County Market Tracker
2025-06,Maury,Tennessee,191,Redfin County Market Tracker
2025-06,Montgomery,Tennessee,474,Redfin County Market Tracker
2025-06,Robertson,Tennessee,116,Redfin County Market Tracker
2025-06,Rutherford,Tennessee,475,Redfin County Market Tracker
2025-06,Sumner,Tennessee,345,Redfin County Market Tracker
2025-06,Williamson,Tennessee,496,Redfin County Market Tracker
2025-06,Wilson,Tennessee,298,Redfin County Market Tracker
2025-07,Cheatham,Tennessee,58,Redfin County Market Tracker
2025-07,Davidson,Tennessee,1020,Redfin County Market Tracker
2025-07,Dickson,Tennessee,58,Redfin County Market Tracker
2025-07,Maury,Tennessee,228,Redfin County Market Tracker
2025-07,Montgomery,Tennessee,438,Redfin County Market Tracker
2025-07,Robertson,Tennessee,138,Redfin County Market Tracker
2025-07,Rutherford,Tennessee,505,Redfin County Market Tracker
2025-07,Sumner,Tennessee,387,Redfin County Market Tracker
2025-07,Williamson,Tennessee,469,Redfin County Market Tracker
2025-07,Wilson,Tennessee,277,Redfin County Market Tracker
2025-08,Cheatham,Tennessee,60,Redfin County Market Tracker
2025-08,Davidson,Tennessee,934,Redfin County Market Tracker
2025-08,Dickson,Tennessee,73,Redfin County Market Tracker
2025-08,Maury,Tennessee,201,Redfin County Market Tracker
2025-08,Montgomery,Tennessee,462,Redfin County Market Tracker
2025-08,Robertson,Tennessee,130,Redfin County Market Tracker
2025-08,Rutherford,Tennessee,486,Redfin County Market Tracker
2025-08,Sumner,Tennessee,328,Redfin County Market Tracker
2025-08,Williamson,Tennessee,449,Redfin County Market Tracker
2025-08,Wilson,Tennessee,277,Redfin County Market Tracker
2025-09,Cheatham,Tennessee,51,Redfin County Market Tracker
2025-09,Davidson,Tennessee,879,Redfin County Market Tracker
2025-09,Dickson,Tennessee,66,Redfin County Market Tracker
2025-09,Maury,Tennessee,142,Redfin County Market Tracker
2025-09,Montgomery,Tennessee,379,Redfin County Market Tracker
2025-09,Robertson,Tennessee,122,Redfin County Market Tracker
2025-09,Rutherford,Tennessee,460,Redfin County Market Tracker
2025-09,Sumner,Tennessee,352,Redfin County Market Tracker
2025-09,Williamson,Tennessee,371,Redfin County Market Tracker
2025-09,Wilson,Tennessee,314,Redfin County Market Tracker
2025-10,Cheatham,Tennessee,46,Redfin County Market Tracker
2025-10,Davidson,Tennessee,885,Redfin County Market Tracker
2025-10,Dickson,Tennessee,58,Redfin County Market Tracker
2025-10,Maury,Tennessee,166,Redfin County Market Tracker
2025-10,Montgomery,Tennessee,398,Redfin County Market Tracker
2025-10,Robertson,Tennessee,97,Redfin County Market Tracker
2025-10,Rutherford,Tennessee,450,Redfin County Market Tracker
2025-10,Sumner,Tennessee,314,Redfin County Market Tracker
2025-10,Williamson,Tennessee,473,Redfin County Market Tracker
2025-10,Wilson,Tennessee,264,Redfin County Market Tracker
2025-11,Cheatham,Tennessee,46,Redfin County Market Tracker
2025-11,Davidson,Tennessee,705,Redfin County Market Tracker
2025-11,Dickson,Tennessee,49,Redfin County Market Tracker
2025-11,Maury,Tennessee,165,Redfin County Market Tracker
2025-11,Montgomery,Tennessee,332,Redfin County Market Tracker
2025-11,Robertson,Tennessee,88,Redfin County Market Tracker
2025-11,Rutherford,Tennessee,372,Redfin County Market Tracker
2025-11,Sumner,Tennessee,244,Redfin County Market Tracker
2025-11,Williamson,Tennessee,330,Redfin County Market Tracker
2025-11,Wilson,Tennessee,245,Redfin County Market Tracker
2025-12,Cheatham,Tennessee,59,Redfin County Market Tracker
2025-12,Davidson,Tennessee,941,Redfin County Market Tracker
2025-12,Dickson,Tennessee,62,Redfin County Market Tracker
2025-12,Maury,Tennessee,157,Redfin County Market Tracker
2025-12,Montgomery,Tennessee,406,Redfin County Market Tracker
2025-12,Robertson,Tennessee,104,Redfin County Market Tracker
2025-12,Rutherford,Tennessee,469,Redfin County Market Tracker
2025-12,Sumner,Tennessee,352,Redfin County Market Tracker
2025-12,Williamson,Tennessee,434,Redfin County Market Tracker
2025-12,Wilson,Tennessee,267,Redfin County Market Tracker
2026-01,Cheatham,Tennessee,29,Redfin County Market Tracker
2026-01,Davidson,Tennessee,568,Redfin County Market Tracker
2026-01,Dickson,Tennessee,47,Redfin County Market Tracker
2026-01,Maury,Tennessee,105,Redfin County Market Tracker
2026-01,Montgomery,Tennessee,244,Redfin County Market Tracker
2026-01,Robertson,Tennessee,61,Redfin County Market Tracker
2026-01,Rutherford,Tennessee,284,Redfin County Market Tracker
2026-01,Sumner,Tennessee,186,Redfin County Market Tracker
2026-01,Williamson,Tennessee,256,Redfin County Market Tracker
2026-01,Wilson,Tennessee,166,Redfin County Market Tracker
2026-02,Cheatham,Tennessee,39,Redfin County Market Tracker
2026-02,Davidson,Tennessee,655,Redfin County Market Tracker
2026-02,Dickson,Tennessee,59,Redfin County Market Tracker
2026-02,Maury,Tennessee,133,Redfin County Market Tracker
2026-02,Montgomery,Tennessee,330,Redfin County Market Tracker
2026-02,Robertson,Tennessee,83,Redfin County Market Tracker
2026-02,Rutherford,Tennessee,371,Redfin County Market Tracker
2026-02,Sumner,Tennessee,218,Redfin County Market Tracker
2026-02,Williamson,Tennessee,282,Redfin County Market Tracker
2026-02,Wilson,Tennessee,186,Redfin County Market Tracker
2026-03,Cheatham,Tennessee,48,Redfin County Market Tracker
2026-03,Davidson,Tennessee,849,Redfin County Market Tracker
2026-03,Dickson,Tennessee,75,Redfin County Market Tracker
2026-03,Maury,Tennessee,197,Redfin County Market Tracker
2026-03,Montgomery,Tennessee,345,Redfin County Market Tracker
2026-03,Robertson,Tennessee,107,Redfin County Market Tracker
2026-03,Rutherford,Tennessee,439,Redfin County Market Tracker
2026-03,Sumner,Tennessee,302,Redfin County Market Tracker
2026-03,Williamson,Tennessee,357,Redfin County Market Tracker
2026-03,Wilson,Tennessee,294,Redfin County Market Tracker
2026-04,Cheatham,Tennessee,61,Redfin County Market Tracker
2026-04,Davidson,Tennessee,1039,Redfin County Market Tracker
2026-04,Dickson,Tennessee,66,Redfin County Market Tracker
2026-04,Maury,Tennessee,199,Redfin County Market Tracker
2026-04,Montgomery,Tennessee,373,Redfin County Market Tracker
2026-04,Robertson,Tennessee,91,Redfin County Market Tracker
2026-04,Rutherford,Tennessee,479,Redfin County Market Tracker
2026-04,Sumner,Tennessee,290,Redfin County Market Tracker
2026-04,Williamson,Tennessee,448,Redfin County Market Tracker
2026-04,Wilson,Tennessee,273,Redfin County Market Tracker
2026-05,Cheatham,Tennessee,55,Redfin County Market Tracker
2026-05,Davidson,Tennessee,954,Redfin County Market Tracker
2026-05,Dickson,Tennessee,72,Redfin County Market Tracker
2026-05,Maury,Tennessee,186,Redfin County Market Tracker
2026-05,Montgomery,Tennessee,437,Redfin County Market Tracker
2026-05,Robertson,Tennessee,107,Redfin County Market Tracker
2026-05,Rutherford,Tennessee,483,Redfin County Market Tracker
2026-05,Sumner,Tennessee,337,Redfin County Market Tracker
2026-05,Williamson,Tennessee,496,Redfin County Market Tracker
2026-05,Wilson,Tennessee,318,Redfin County Market Tracker
